year,month,hour,time_range,death,injuries,Longitude,Latitude,total_people
2004,January,NA,Night,NA,1,-79.538218382,43.7337424510001,1
2004,January,1,Night,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2004,January,4,Night,NA,2,-79.399163136,43.656119297,2
2004,January,13,Afternoon,NA,1,-79.256038826,43.7328995840001,1
2004,January,19,Evening,NA,NA,-79.207412372,43.801801794,0
2004,January,19,Evening,NA,NA,-79.20651648,43.8083504940001,0
2004,January,8,Morning,1,NA,-79.233852025,43.781781696,1
2004,January,14,Afternoon,1,NA,-79.5072677429999,43.7174159460001,1
2004,January,18,Evening,NA,1,-79.220951675,43.8056433,1
2004,January,19,Evening,NA,1,-79.419618632,43.796316516,1
2004,January,10,Morning,NA,NA,-79.337558522,43.6862608010001,0
2004,January,23,Evening,NA,NA,-79.1970629699999,43.796507493,0
2004,January,NA,Night,NA,NA,-79.21059767,43.7974119940001,0
2004,January,1,Night,NA,1,-79.215779783,43.789524795,1
2004,January,1,Night,NA,1,-79.503789347,43.7028788550001,1
2004,January,20,Evening,NA,NA,-79.302426601,43.7972106070001,0
2004,January,14,Afternoon,NA,NA,-79.2514471659999,43.772110174,0
2004,January,NA,Night,1,NA,-79.204958114,43.8229965730001,1
2004,January,4,Night,1,NA,-79.434387326,43.670467021,1
2004,January,NA,Night,NA,NA,-79.2135407769999,43.806299397,0
2004,January,21,Evening,NA,NA,-79.4571023079999,43.7246693550001,0
2004,February,NA,Night,NA,NA,-79.272915121,43.7653382510001,0
2004,February,NA,Night,1,NA,-79.4392124949999,43.6953475700001,1
2004,February,11,Morning,NA,NA,-79.396825447,43.7070787070001,0
2004,February,19,Evening,NA,1,-79.288263593,43.7832893390001,1
2004,March,NA,Night,1,1,-79.1754254099999,43.768461803,2
2004,March,NA,Night,1,NA,-79.5072677429999,43.7174159460001,1
2004,March,1,Night,1,NA,-79.286725068,43.700100013,1
2004,March,1,Night,NA,1,-79.553826336,43.718064954,1
2004,March,21,Evening,NA,2,-79.232964846,43.779536701,2
2004,March,22,Evening,NA,NA,-79.513772443,43.719813146,0
2004,March,NA,Night,NA,NA,-79.2565177229999,43.7307652860001,0
2004,March,NA,Night,NA,NA,-79.31873487,43.759938822,0
2004,March,18,Evening,NA,1,-79.619648287,43.7303172360001,1
2004,March,18,Evening,NA,1,-79.514730516,43.7672126890001,1
2004,March,22,Evening,NA,1,-79.220352291,43.746551986,1
2004,March,NA,Night,NA,1,-79.447673885,43.6962545660001,1
2004,March,12,Afternoon,NA,1,-79.251279442,43.77961137,1
2004,March,NA,Night,NA,1,-79.2631055419999,43.75376257,1
2004,March,11,Morning,NA,NA,-79.22469995,43.757833599,0
2004,March,9,Morning,NA,NA,-79.232370679,43.745414081,0
2004,March,16,Afternoon,NA,NA,-79.514730516,43.7672126890001,0
2004,April,23,Evening,NA,1,-79.5174825719999,43.6926260810001,1
2004,April,20,Evening,NA,NA,-79.305151799,43.7971070050001,0
2004,April,20,Evening,NA,NA,-79.305151799,43.7971070050001,0
2004,April,1,Night,NA,1,-79.393832339,43.653814593,1
2004,April,22,Evening,NA,NA,-79.212423085,43.8120999220001,0
2004,April,20,Evening,1,NA,-79.550551371,43.725094923,1
2004,April,23,Evening,NA,NA,-79.427358224,43.638955883,0
2004,April,22,Evening,NA,1,-79.3117434979999,43.8027149220001,1
2004,April,NA,Night,NA,2,-79.510393218,43.749211679,2
2004,April,2,Night,NA,1,-79.3932779369999,43.6484030880001,1
2004,April,2,Night,NA,1,-79.4355918209999,43.649882598,1
2004,April,11,Morning,NA,NA,-79.514730516,43.7672126890001,0
2004,April,3,Night,NA,NA,-79.3871014429999,43.655007794,0
2004,April,12,Afternoon,NA,2,-79.481913215,43.6440840400001,2
2004,April,NA,Night,NA,1,-79.474241434,43.7555243560001,1
2004,April,21,Evening,NA,1,-79.196425207,43.7661562930001,1
2004,April,22,Evening,NA,NA,-79.194764304,43.7621233930001,0
2004,April,NA,Night,NA,NA,-79.503789347,43.7028788550001,0
2004,May,19,Evening,1,NA,-79.5792481729999,43.7352650770001,1
2004,May,21,Evening,NA,NA,-79.301468756,43.7024052,0
2004,May,NA,Night,1,NA,-79.328765835,43.6959378070001,1
2004,May,NA,Night,NA,NA,-79.5090378199999,43.756290885,0
2004,May,22,Evening,NA,NA,-79.400702934,43.6523520920001,0
2004,May,16,Afternoon,NA,NA,-79.51920491,43.752887582,0
2004,May,16,Afternoon,NA,1,-79.518741914,43.7692318860001,1
2004,May,16,Afternoon,1,1,-79.518741914,43.7692318860001,2
2004,May,NA,Night,NA,NA,-79.511308656,43.698379066,0
2004,May,1,Night,NA,NA,-79.234951322,43.781540395,0
2004,May,20,Evening,NA,NA,-79.4926442249999,43.6149856210001,0
2004,May,12,Afternoon,NA,NA,-79.37737255,43.6609919,0
2004,May,NA,Night,NA,2,-79.495685597,43.676197818,2
2004,May,4,Night,NA,1,-79.43971372,43.6501640000001,1
2004,May,2,Night,NA,NA,-79.585308671,43.7322826770001,0
2004,May,19,Evening,1,NA,-79.3630013599999,43.660089699,1
2004,May,22,Evening,1,NA,-79.479389137,43.7147342480001,1
2004,May,3,Night,NA,NA,-79.587620014,43.691443597,0
2004,May,22,Evening,NA,NA,-79.5821158049999,43.6888974390001,0
2004,May,17,Afternoon,NA,NA,-79.4974391009999,43.671907632,0
2004,May,3,Night,NA,1,-79.367191255,43.655012394,1
2004,May,21,Evening,NA,NA,-79.594201163,43.74192057,0
2004,May,15,Afternoon,NA,1,-79.470366089,43.6912238840001,1
2004,May,18,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2004,May,16,Afternoon,NA,1,-79.5686956749999,43.6494272130001,1
2004,June,2,Night,1,NA,-79.428116624,43.6359764800001,1
2004,June,15,Afternoon,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2004,June,20,Evening,NA,NA,-79.4947324999999,43.6739879250001,0
2004,June,18,Evening,NA,NA,-79.219750731,43.756237195,0
2004,June,21,Evening,NA,1,-79.299347988,43.7835973430001,1
2004,June,1,Night,NA,NA,-79.591897366,43.74533717,0
2004,June,16,Afternoon,NA,1,-79.194764304,43.7621233930001,1
2004,June,20,Evening,NA,1,-79.3932779369999,43.6484030880001,1
2004,June,23,Evening,NA,1,-79.423258327,43.662507609,1
2004,June,NA,Night,NA,NA,-79.5072677429999,43.7174159460001,0
2004,June,18,Evening,NA,1,-79.371002854,43.6582965970001,1
2004,June,17,Afternoon,NA,NA,-79.488649723,43.614972939,0
2004,June,17,Afternoon,NA,NA,-79.518392809,43.632490875,0
2004,June,13,Afternoon,NA,NA,-79.489493808,43.6396860090001,0
2004,June,1,Night,NA,NA,-79.236044073,43.791874288,0
2004,June,17,Afternoon,1,NA,-79.535123133,43.711212833,1
2004,June,NA,Night,NA,1,-79.322803069,43.781005629,1
2004,July,NA,Night,1,NA,-79.522840608,43.773006976,1
2004,July,2,Night,NA,NA,-79.228632074,43.8094145260001,0
2004,July,NA,Night,NA,1,-79.513183845,43.7255266500001,1
2004,July,1,Night,NA,1,-79.563220077,43.6526475150001,1
2004,July,NA,Night,NA,1,-79.446121021,43.669051423,1
2004,July,10,Morning,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2004,July,16,Afternoon,NA,NA,-79.499198505,43.6655199470001,0
2004,July,17,Afternoon,NA,1,-79.508139902,43.743046459,1
2004,July,NA,Night,1,NA,-79.356328791,43.800870408,1
2004,July,5,Night,1,NA,-79.366661654,43.65066769,1
2004,July,23,Evening,NA,NA,-79.6181808869999,43.733525855,0
2004,July,19,Evening,NA,1,-79.603105367,43.7342310650001,1
2004,July,20,Evening,NA,NA,-79.263964298,43.7139877050001,0
2004,August,18,Evening,NA,NA,-79.50887116,43.6968247670001,0
2004,August,8,Morning,NA,NA,-79.331412266,43.7931089670001,0
2004,August,23,Evening,NA,1,-79.551609573,43.72622533,1
2004,August,1,Night,NA,1,-79.517043612,43.754831783,1
2004,August,19,Evening,NA,1,-79.50889297,43.601529527,1
2004,August,NA,Night,NA,1,-79.376447249,43.6548291940001,1
2004,August,23,Evening,NA,1,-79.197483405,43.7589449910001,1
2004,August,NA,Night,NA,NA,-79.3737761479999,43.648436888,0
2004,August,7,Morning,NA,NA,-79.383017342,43.6466026860001,0
2004,August,18,Evening,NA,2,-79.4260852259999,43.663014811,2
2004,August,22,Evening,NA,1,-79.5951555669999,43.750727365,1
2004,August,23,Evening,NA,NA,-79.500068502,43.7673163690001,0
2004,August,19,Evening,NA,NA,-79.526877144,43.7048954530001,0
2004,August,NA,Night,NA,NA,-79.487595906,43.672746432,0
2004,August,19,Evening,NA,NA,-79.299347988,43.7835973430001,0
2004,August,1,Night,NA,NA,-79.526877144,43.7048954530001,0
2004,August,4,Night,NA,NA,-79.3015962599999,43.7153245740001,0
2004,August,19,Evening,1,NA,-79.157766437,43.793844274,1
2004,August,4,Night,NA,1,-79.2714969749999,43.695058829,1
2004,September,NA,Night,NA,1,-79.526348247,43.7035181580001,1
2004,September,21,Evening,NA,1,-79.440983123,43.672988224,1
2004,September,15,Afternoon,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2004,September,3,Night,1,NA,5.6843418860808e-14,5.08888749034163e-14,1
2004,September,23,Evening,NA,NA,-79.518741914,43.7692318860001,0
2004,September,4,Night,NA,NA,-79.589223065,43.7410895720001,0
2004,September,14,Afternoon,NA,NA,-79.5884871659999,43.738719474,0
2004,September,16,Afternoon,NA,NA,-79.37494445,43.655142794,0
2004,September,23,Evening,NA,1,-79.1946673039999,43.7619802930001,1
2004,September,5,Night,NA,1,-79.375613948,43.650268189,1
2004,September,20,Evening,NA,1,-79.303516795,43.79333669,1
2004,September,4,Night,NA,1,-79.4995845239999,43.619101898,1
2004,September,19,Evening,NA,1,-79.3700991539999,43.6561628950001,1
2004,September,NA,Night,1,NA,-79.613307583,43.732169893,1
2004,September,1,Night,NA,1,-79.3276143099999,43.667586967,1
2004,September,4,Night,NA,NA,-79.5048246439999,43.7066421490001,0
2004,September,7,Morning,NA,NA,-79.375752755,43.6696619090001,0
2004,September,23,Evening,NA,1,-79.302426601,43.7972106070001,1
2004,October,3,Night,NA,1,-79.476740901,43.6816047120001,1
2004,October,19,Evening,NA,NA,-79.3378179599999,43.7619960160001,0
2004,October,14,Afternoon,1,NA,5.6843418860808e-14,5.08888749034163e-14,1
2004,October,5,Night,NA,NA,-79.235244462,43.739525482,0
2004,October,3,Night,NA,NA,-79.43877832,43.651330801,0
2004,October,21,Evening,NA,2,-79.599443768,43.7309796690001,2
2004,October,20,Evening,NA,1,-79.44921471,43.681374701,1
2004,October,2,Night,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2004,October,20,Evening,NA,1,-79.335296461,43.762588817,1
2004,October,2,Night,NA,2,-79.523026842,43.7177204480001,2
2004,October,4,Night,NA,NA,-79.508178761,43.696243968,0
2004,November,11,Morning,NA,1,-79.429804191,43.7192548620001,1
2004,November,22,Evening,NA,NA,-79.440833497,43.692650574,0
2004,November,20,Evening,NA,NA,-79.305151799,43.7971070050001,0
2004,November,11,Morning,NA,NA,-79.390786339,43.6491253880001,0
2004,November,12,Afternoon,NA,2,-79.299347988,43.7835973430001,2
2004,November,4,Night,NA,1,-79.509597645,43.7248922460001,1
2004,November,17,Afternoon,NA,1,-79.589897166,43.738804874,1
2004,November,19,Evening,NA,NA,-79.543201892,43.659859103,0
2004,November,NA,Night,NA,1,-79.5858125789999,43.75101978,1
2004,November,20,Evening,NA,2,-79.493170305,43.6703087380001,2
2004,November,1,Night,NA,1,-79.572355176,43.723433653,1
2004,November,NA,Night,NA,1,-79.428841424,43.6386520840001,1
2004,November,NA,Night,NA,NA,-79.302426601,43.7972106070001,0
2004,November,17,Afternoon,NA,2,-79.508637944,43.720977846,2
2004,December,18,Evening,NA,1,-79.364499659,43.659764699,1
2004,December,NA,Night,NA,1,-79.450956381,43.6971825640001,1
2004,December,NA,Night,NA,NA,-79.3326893619999,43.759514617,0
2004,December,15,Afternoon,NA,1,-79.282760818,43.825195648,1
2004,December,19,Evening,NA,1,-79.311647292,43.7959786970001,1
2004,December,17,Afternoon,1,NA,-79.2565177229999,43.7307652860001,1
2004,December,NA,Night,1,NA,-79.378857049,43.6606709000001,1
2004,December,18,Evening,1,NA,-79.327768135,43.7126171720001,1
2004,December,22,Evening,NA,1,-79.533616835,43.7077805380001,1
2004,December,NA,Night,NA,1,-79.2704857159999,43.7871246620001,1
2004,December,23,Evening,NA,NA,-79.407439303,43.7472981870001,0
2004,December,NA,Night,NA,NA,-79.305151799,43.7971070050001,0
2004,December,15,Afternoon,NA,NA,-79.305151799,43.7971070050001,0
2004,December,20,Evening,NA,NA,-79.454985315,43.6577335150001,0
2005,January,NA,Night,NA,NA,-79.474065706,43.6788910220001,0
2005,January,21,Evening,NA,NA,-79.273877603,43.730840974,0
2005,January,22,Evening,NA,NA,-79.304387864,43.728905548,0
2005,January,21,Evening,NA,1,-79.397250458,43.694649736,1
2005,January,3,Night,NA,1,-79.38916554,43.649453689,1
2005,January,3,Night,NA,NA,-79.38916554,43.649453689,0
2005,January,NA,Night,NA,1,-79.2110685379999,43.762899899,1
2005,January,21,Evening,NA,NA,-79.511675821,43.624336864,0
2005,January,1,Night,NA,1,-79.50908242,43.758138785,1
2005,January,21,Evening,2,NA,-79.407702731,43.642906585,2
2005,January,NA,Night,NA,1,-79.3175962939999,43.818158779,1
2005,January,18,Evening,NA,1,-79.499767989,43.74019623,1
2005,January,21,Evening,NA,NA,-79.572152084,43.6523942220001,0
2005,January,23,Evening,NA,2,-79.3640212329999,43.771746401,2
2005,January,NA,Night,NA,NA,-79.507064655,43.6982600630001,0
2005,February,NA,Night,NA,1,-79.279444713,43.761323247,1
2005,February,22,Evening,NA,NA,-79.5092774839999,43.7383055290001,0
2005,February,23,Evening,NA,NA,-79.2189016839999,43.7431770860001,0
2005,February,21,Evening,NA,1,-79.4155662489999,43.7797643960001,1
2005,February,20,Evening,NA,1,-79.371002854,43.6582965970001,1
2005,February,17,Afternoon,1,NA,-79.385848245,43.6608114000001,1
2005,February,NA,Night,NA,1,-79.1946673039999,43.7619802930001,1
2005,February,23,Evening,NA,2,-79.406471633,43.656715498,2
2005,February,NA,Night,1,NA,-79.587090092,43.7536173830001,1
2005,February,NA,Night,NA,NA,-79.56132948,43.7354054670001,0
2005,February,23,Evening,1,NA,-79.3737671549999,43.6672884060001,1
2005,February,5,Night,1,NA,5.6843418860808e-14,5.08888749034163e-14,1
2005,February,NA,Night,NA,1,-79.38866604,43.648195087,1
2005,February,NA,Night,NA,1,-79.33925269,43.665403035,1
2005,February,1,Night,NA,2,-79.235244462,43.739525482,2
2005,February,2,Night,NA,1,-79.239112239,43.7734597960001,1
2005,February,2,Night,1,NA,-79.445943819,43.785956195,1
2005,March,2,Night,NA,1,-79.31409847,43.744224827,1
2005,March,23,Evening,NA,NA,-79.302426601,43.7972106070001,0
2005,March,20,Evening,1,NA,-79.356287906,43.740990599,1
2005,March,6,Morning,NA,NA,-79.224888213,43.7521590900001,0
2005,March,2,Night,NA,1,-79.38866604,43.648195087,1
2005,March,1,Night,NA,1,-79.248501161,43.7918330800001,1
2005,March,16,Afternoon,NA,1,-79.350862111,43.687966192,1
2005,March,2,Night,NA,1,-79.235158638,43.7226697940001,1
2005,March,10,Morning,NA,NA,-79.3700991539999,43.6561628950001,0
2005,March,20,Evening,NA,1,-79.516162013,43.7598327860001,1
2005,March,17,Afternoon,NA,1,-79.4504734129999,43.720660256,1
2005,March,11,Morning,NA,1,-79.336307502,43.804083619,1
2005,March,21,Evening,NA,1,-79.349540718,43.691359605,1
2005,March,10,Morning,1,NA,-79.380781747,43.659354798,1
2005,March,1,Night,NA,1,-79.552933794,43.7514449870001,1
2005,March,14,Afternoon,NA,1,-79.514730516,43.7672126890001,1
2005,March,3,Night,NA,NA,-79.443985619,43.6580827120001,0
2005,March,16,Afternoon,NA,1,-79.561724393,43.678938251,1
2005,March,15,Afternoon,NA,NA,-79.606675672,43.7337807580001,0
2005,April,NA,Night,NA,2,-79.393315162,43.686222843,2
2005,April,2,Night,NA,1,-79.38609594,43.6473934860001,1
2005,April,3,Night,NA,1,-79.488218022,43.615736543,1
2005,April,20,Evening,NA,1,-79.303516795,43.79333669,1
2005,April,NA,Night,NA,1,-79.6039050649999,43.74363176,1
2005,April,16,Afternoon,NA,3,-79.3700991539999,43.6561628950001,3
2005,April,NA,Night,1,NA,-79.281251662,43.685329837,1
2005,April,15,Afternoon,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2005,April,15,Afternoon,NA,1,-79.2049634059999,43.782596196,1
2005,April,1,Night,NA,1,-79.228131677,43.7940791910001,1
2005,April,23,Evening,NA,1,-79.367028158,43.6619431010001,1
2005,April,20,Evening,1,NA,-79.436600321,43.638731486,1
2005,April,NA,Night,NA,1,-79.4129733359999,43.6696091150001,1
2005,April,12,Afternoon,NA,NA,-79.1946673039999,43.7619802930001,0
2005,April,3,Night,1,NA,-79.552933794,43.7514449870001,1
2005,April,NA,Night,NA,1,-79.389211941,43.6546765940001,1
2005,April,15,Afternoon,NA,1,-79.337461261,43.768384317,1
2005,April,NA,Night,NA,NA,-79.366273357,43.660106999,0
2005,April,15,Afternoon,NA,1,-79.5151092089999,43.747080974,1
2005,May,16,Afternoon,NA,1,-79.431815644,43.746536571,1
2005,May,22,Evening,NA,NA,-79.510393218,43.749211679,0
2005,May,18,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2005,May,10,Morning,NA,2,-79.517741052,43.7005962650001,2
2005,May,19,Evening,NA,1,-79.564762881,43.6557709190001,1
2005,May,2,Night,1,1,-79.435333922,43.6598607110001,2
2005,May,NA,Night,NA,1,-79.5653762059999,43.6743340240001,1
2005,May,19,Evening,NA,1,-79.5181308109999,43.7544994830001,1
2005,May,3,Night,NA,1,-79.397381012,43.765368988,1
2005,May,NA,Night,NA,NA,-79.338171102,43.67242586,0
2005,May,NA,Night,NA,NA,-79.305151799,43.7971070050001,0
2005,May,NA,Night,1,NA,-79.341781608,43.679538076,1
2005,May,NA,Night,1,NA,-79.38162555,43.667368706,1
2005,May,2,Night,1,NA,-79.244860865,43.782836779,1
2005,May,NA,Night,NA,NA,-79.508087551,43.727986861,0
2005,May,3,Night,NA,1,-79.509597645,43.7248922460001,1
2005,May,1,Night,1,NA,-79.1930373019999,43.758168294,1
2005,May,21,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2005,May,15,Afternoon,NA,NA,-79.229890203,43.773644613,0
2005,May,NA,Night,NA,1,-79.502805204,43.7437287550001,1
2005,May,NA,Night,NA,NA,-79.4909062839999,43.687569287,0
2005,May,22,Evening,NA,1,-79.485826314,43.747824646,1
2005,May,19,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2005,May,18,Evening,NA,NA,-79.485826314,43.747824646,0
2005,May,NA,Night,NA,1,-79.449233517,43.720519956,1
2005,May,15,Afternoon,NA,NA,-79.541578095,43.748252581,0
2005,June,NA,Night,NA,2,-79.447831728,43.7249027550001,2
2005,June,21,Evening,NA,2,-79.605221375,43.731339656,2
2005,June,22,Evening,NA,NA,-79.518741914,43.7692318860001,0
2005,June,1,Night,NA,NA,-79.594201163,43.74192057,0
2005,June,20,Evening,NA,1,-79.282760818,43.825195648,1
2005,June,17,Afternoon,NA,NA,-79.5706673289999,43.758476413,0
2005,June,2,Night,NA,2,-79.516021713,43.75072678,2
2005,June,18,Evening,NA,1,-79.600083561,43.742945767,1
2005,June,NA,Night,NA,1,-79.5047096439999,43.7157375460001,1
2005,June,23,Evening,NA,3,-79.5521509559999,43.6957896770001,3
2005,June,1,Night,1,NA,-79.294941056,43.6897218240001,1
2005,June,NA,Night,NA,1,-79.302426601,43.7972106070001,1
2005,June,13,Afternoon,NA,NA,-79.5534754879999,43.7477496820001,0
2005,June,14,Afternoon,NA,1,-79.331524924000007,43.682546201,1
2005,June,NA,Night,NA,NA,-79.587090092,43.7536173830001,0
2005,June,2,Night,NA,1,-79.38916554,43.649453689,1
2005,June,23,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2005,June,15,Afternoon,NA,NA,-79.2867813989999,43.7609179390001,0
2005,June,4,Night,NA,1,-79.44685122,43.6646300210001,1
2005,June,1,Night,NA,1,-79.5155518189999,43.6254857530001,1
2005,June,NA,Night,NA,1,-79.514730516,43.7672126890001,1
2005,June,2,Night,NA,1,-79.376369148,43.652253691,1
2005,June,19,Evening,NA,1,-79.300395582,43.780511835,1
2005,June,21,Evening,1,NA,-79.5218381129999,43.766795985,1
2005,June,20,Evening,NA,NA,-79.580240796,43.6363632370001,0
2005,June,NA,Night,NA,1,-79.465445904,43.682317707,1
2005,June,21,Evening,NA,NA,-79.4474789189999,43.661707817,0
2005,June,3,Night,NA,1,-79.305969101,43.7989936130001,1
2005,June,1,Night,NA,NA,5.6843418860808e-14,5.08888749034163e-14,0
2005,June,NA,Night,NA,1,-79.5043901459999,43.705150851,1
2005,June,1,Night,1,NA,-79.438139323,43.6664244180001,1
2005,July,19,Evening,NA,1,-79.594201163,43.74192057,1
2005,July,NA,Night,NA,1,-79.509643319,43.7604764870001,1
2005,July,9,Morning,NA,NA,-79.36401806,43.662603302,0
2005,July,NA,Night,1,NA,-79.56861058,43.746243281,1
2005,July,11,Morning,NA,1,-79.377612748,43.6545603940001,1
2005,July,21,Evening,NA,1,-79.60350197,43.7326602630001,1
2005,July,15,Afternoon,NA,NA,-79.2784021909999,43.723038779,0
2005,July,NA,Night,NA,NA,-79.387405341,43.653138492,0
2005,July,17,Afternoon,NA,1,-79.5096539899999,43.739681841,1
2005,July,4,Night,NA,1,-79.4587584229999,43.6685990440001,1
2005,July,1,Night,NA,1,-79.331725879,43.7985155920001,1
2005,July,23,Evening,NA,NA,-79.299347988,43.7835973430001,0
2005,July,19,Evening,NA,NA,-79.334170028,43.714987663,0
2005,July,23,Evening,NA,1,-79.585308671,43.7322826770001,1
2005,July,NA,Night,NA,NA,-79.508637944,43.720977846,0
2005,July,2,Night,NA,1,-79.2437536479999,43.737651181,1
2005,July,23,Evening,NA,NA,-79.4550902839999,43.6946178690001,0
2005,July,20,Evening,1,1,-79.482086599,43.680603913,2
2005,July,NA,Night,NA,1,-79.510393218,43.749211679,1
2005,July,22,Evening,NA,1,-79.4408745549999,43.720844857,1
2005,July,21,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2005,July,23,Evening,NA,1,-79.303516795,43.79333669,1
2005,July,22,Evening,NA,1,-79.3771340489999,43.6564955960001,1
2005,July,23,Evening,NA,2,-79.541578095,43.748252581,2
2005,July,22,Evening,NA,1,-79.505263565,43.6007798430001,1
2005,July,2,Night,NA,NA,-79.212423085,43.8120999220001,0
2005,July,22,Evening,NA,NA,-79.285396067,43.6970102180001,0
2005,July,NA,Night,NA,NA,-79.523992741,43.713696746,0
2005,July,23,Evening,NA,1,-79.293462588,43.7821196360001,1
2005,July,17,Afternoon,1,NA,-79.4410149549999,43.720123657,1
2005,July,11,Morning,1,NA,-79.3157538899999,43.796768398,1
2005,July,15,Afternoon,NA,1,-79.52425741,43.755857587,1
2005,July,4,Night,1,NA,-79.379006148,43.6579502970001,1
2005,August,NA,Night,NA,NA,-79.51320989,43.7393845440001,0
2005,August,NA,Night,NA,4,-79.52430401,43.7559841870001,4
2005,August,NA,Night,NA,NA,-79.5143783029999,43.7441194670001,0
2005,August,NA,Night,1,1,-79.582614672,43.733967679,2
2005,August,19,Evening,1,NA,-79.331725879,43.7985155920001,1
2005,August,3,Night,NA,NA,-79.265048038,43.7514797700001,0
2005,August,23,Evening,NA,2,-79.219721088,43.745099086,2
2005,August,3,Night,2,1,-79.3805537529999,43.6716066110001,3
2005,August,21,Evening,NA,1,-79.374961657,43.67128511,1
2005,August,19,Evening,NA,NA,-79.5229001069999,43.7514158810001,0
2005,August,20,Evening,1,NA,-79.520580765,43.695817576,1
2005,August,22,Evening,NA,2,-79.211955073,43.8033302950001,2
2005,August,20,Evening,NA,1,-79.176271312,43.770641599,1
2005,August,16,Afternoon,NA,NA,-79.500034947,43.7036081530001,0
2005,August,23,Evening,NA,1,-79.482086599,43.680603913,1
2005,August,3,Night,1,NA,-79.374665454,43.667094106,1
2005,August,17,Afternoon,1,NA,-79.3349477259999,43.7187265520001,1
2005,August,1,Night,NA,NA,-79.508195369,43.6016825300001,0
2005,August,4,Night,NA,1,-79.3932779369999,43.6484030880001,1
2005,August,18,Evening,NA,NA,-79.5071721429999,43.715431546,0
2005,August,17,Afternoon,NA,1,-79.5177211119999,43.757229985,1
2005,August,18,Evening,1,NA,-79.220545782,43.7428339850001,1
2005,August,21,Evening,NA,1,-79.331725879,43.7985155920001,1
2005,August,13,Afternoon,NA,1,-79.296438762,43.704393399,1
2005,August,21,Evening,NA,NA,-79.406819232,43.654284196,0
2005,August,10,Morning,NA,1,-79.3988021339999,43.6493475880001,1
2005,August,15,Afternoon,NA,1,-79.297226956,43.693560018,1
2005,August,17,Afternoon,1,NA,-79.5094930879999,43.739131236,1
2005,August,NA,Night,NA,1,-79.498998558,43.697320963,1
2005,August,NA,Night,NA,1,-79.445306721,43.6669605220001,1
2005,August,21,Evening,NA,1,-79.40977653,43.643873786,1
2005,September,3,Night,NA,NA,-79.601034167,43.7325219680001,0
2005,September,17,Afternoon,1,NA,-79.387405341,43.653138492,1
2005,September,16,Afternoon,NA,1,-79.507463065,43.6030231340001,1
2005,September,14,Afternoon,1,NA,-79.399202234,43.6352447740001,1
2005,September,19,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2005,September,NA,Night,NA,1,-79.508637944,43.720977846,1
2005,September,14,Afternoon,1,NA,-79.514730516,43.7672126890001,1
2005,September,15,Afternoon,NA,1,-79.433660022,43.649766797,1
2005,September,21,Evening,1,NA,-79.5163309129999,43.751892281,1
2005,September,22,Evening,NA,1,-79.479650539,43.721889348,1
2005,September,11,Morning,NA,1,-79.239101825,43.715227903,1
2005,September,2,Night,1,NA,-79.434712522,43.637455984,1
2005,September,21,Evening,3,NA,-79.549328772,43.727296229,3
2005,September,NA,Night,NA,NA,-79.3871199399999,43.6499020890001,0
2005,September,21,Evening,NA,NA,-79.517212512,43.7506434800001,0
2005,September,23,Evening,NA,2,-79.220951675,43.8056433,2
2005,September,NA,Night,NA,NA,-79.4704325979999,43.6854575,0
2005,September,22,Evening,NA,NA,-79.520674411,43.756757586,0
2005,September,14,Afternoon,NA,NA,-79.2401763989999,43.756657084,0
2005,October,NA,Night,NA,NA,-79.207587388,43.8127905210001,0
2005,October,NA,Night,NA,1,-79.536222003,43.753211287,1
2005,October,21,Evening,NA,1,5.6843418860808e-14,5.08888749034163e-14,1
2005,October,NA,Night,NA,1,-79.2110685379999,43.762899899,1
2005,October,23,Evening,NA,1,-79.41090323,43.651306694,1
2005,October,22,Evening,NA,2,-79.310640651,43.7138139730001,2
2005,October,21,Evening,NA,NA,-79.51841424,43.711182444,0
2005,October,23,Evening,NA,1,-79.2111620909999,43.8163270480001,1
2005,October,13,Afternoon,NA,NA,-79.212423085,43.8120999220001,0
2005,October,16,Afternoon,1,NA,-79.5884871659999,43.738719474,1
2005,October,18,Evening,2,NA,-79.591693666,43.736768576,2
2005,October,2,Night,NA,2,-79.390786339,43.6491253880001,2
2005,October,15,Afternoon,NA,1,-79.5178214109999,43.75021208,1
2005,October,22,Evening,NA,1,-79.330945777,43.7974712880001,1
2005,October,NA,Night,NA,1,-79.3296419329999,43.715307564,1
2005,October,2,Night,NA,1,-79.38866604,43.648195087,1
2005,October,21,Evening,NA,1,-79.351647639,43.7876472300001,1
2005,November,12,Afternoon,NA,NA,-79.5596622309999,43.764034511,0
2005,November,2,Night,1,NA,-79.331725879,43.7985155920001,1
